,bookID,title,authors,quantity
2324,8500,The Second Sex,Simone de Beauvoir/H.M. Parshley,15
2325,8501,The Church and the Second Sex,Mary Daly,11
2326,8506,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,15
2327,8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,11
2328,8510,Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,7
2329,8515,The Man Who Listens to Horses,Monty Roberts/Lucy Grealy/Lawrence Scanlan,11
2330,8520,Under Orders (Sid Halley  #4),Dick Francis,7
2331,8522,For Kicks,Dick Francis,11
2332,8523,Forfeit,Dick Francis,19
2333,8525,Dead Cert,Dick Francis,19
2334,8528,Rat Race,Dick Francis,15
2335,8529,Reflex,Dick Francis,7
2336,8532,Decider,Dick Francis,15
2337,8533,Slay Ride,Dick Francis,23
2338,8536,Bonecrack,Dick Francis,23
2339,8537,Nerve,Dick Francis,15
2340,8538,Break In (Kit Fielding  #1),Dick Francis,15
2341,8540,Blood Sport,Dick Francis,19
2342,8541,Straight,Dick Francis,23
2343,8542,10 lb Penalty,Dick Francis,23
2344,8544,Trial Run,Dick Francis,19
2345,8545,Wild Horses,Dick Francis,15
2346,8546,Field of Thirteen,Dick Francis,19
2347,8548,Driving Force,Dick Francis,19
2348,8551,Flying Finish,Dick Francis,7
2349,8552,Bolt (Kit Fielding  #2),Dick Francis,15
2350,8557,Come to Grief (Sid Halley  #3),Dick Francis,7
2351,8559,Enquiry,Dick Francis,15
2352,8568,Odds Against (Sid Halley  #1),Dick Francis,19
2353,8572,Banker,Dick Francis,7
2354,8574,Whip Hand (Sid Halley  #2),Dick Francis,19
2355,8581,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,7
2356,8582,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,11
2357,8583,Come to Grief / Decider / Wild Horses,Dick Francis,11
2358,8586,Odds Against,Dick Francis,7
2359,8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,11
2360,8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,11
2361,8614,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,11
2362,8627,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,7
2363,8628,The Making of Master and Commander: The Far Side of the World,Tom McGregor,7
2364,8630,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,23
2365,8632,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,11
2366,8643,Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,23
2367,8645,Stanley Park,Timothy  Taylor,7
2368,8646,Crow Lake,Mary Lawson,19
2369,8648,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,19
2370,8656,The Life of Sir Arthur Conan Doyle,John Dickson Carr/Daniel Stashower,11
2371,8660,The Lost World (TV Tie-in),Arthur Conan Doyle/Philip Gooden,19
2372,8661,Las aventuras de Sherlock Holmes,Arthur Conan Doyle/Javier Gomez Rea,7
2373,8675,Wild Ducks Flying Backward,Tom Robbins,23
2374,8676,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,7
2375,8677,Robbins and Cotran Review of Pathology,Edward C. Klatt/Vinay   Kumar,23
2376,8680,Fierce Invalids Home from Hot Climates,Tom Robbins,23
2377,8682,Jitterbug Perfume,Tom Robbins,15
2378,8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,19
2379,8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,23
2380,8703,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams/Martin  Freeman,23
2381,8704,Starship Titanic,Terry Jones/Marie-Catherine Caillava,15
2382,8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,15
2383,8710,The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,15
2384,8712,Margaret Atwood: The Handmaid's Tale,Hélène Greven-Borde,11
2385,8713,Point to Point Navigation,Gore Vidal,19
2386,8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,11
2387,8715,Palimpsest,Gore Vidal,19
2388,8716,Lincoln,Gore Vidal,15
2389,8722,Burr,Gore Vidal,23
2390,8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,11
2391,8726,Comfort Me With Apples,Ruth Reichl,15
2392,8737,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,15
2393,8738,Her Last Temptation,Leslie Kelly,19
2394,8741,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,15
2395,8742,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,11
2396,8744,Desert Dawn,Waris Dirie/Jeanne D'Haem,11
2397,8745,Desert Flower,Waris Dirie/Cathleen Miller,19
2398,8746,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,7
2399,8750,L'Aube du désert,Waris Dirie/Jeanne d' Haem,7
2400,8758,The Beach,Joanna Strange,11
2401,8761,The Weekenders: Travels in the Heart of Africa,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,19
2402,8765,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,11
2403,8766,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,7
2404,8767,Touch & Feel: Animals Boxed Set,Jennifer Quasha/Deni Brown/Dawn Sirett,19
2405,8768,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis/Laura Cornell,7
2406,8770,My First Word Touch and Feel,Anne Millard,11
2407,8771,When I Feel Angry,Nancy Cote/Cornelia Maude Spelman,19
2408,8773,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,19
2409,8787,The White Masai,Corinne Hofmann/Peter Millar,7
2410,8797,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,7
2411,8799,Ahora sabréis lo que es correr,Dave Eggers/María Victoria Alonso Blanco,23
2412,8801,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,19
2413,8804,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,15
2414,8808,The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,11
2415,8809,The Wanting Seed,Anthony Burgess,15
2416,8810,A Clockwork Orange,Anthony Burgess/Blake Morrison,15
2417,8811,A Clockwork Orange,Anthony Burgess,23
2418,8813,Clockwork Orange,Anthony Burgess,15
2419,8814,A Clockwork Orange (Stage Play),Anthony Burgess,11
2420,8818,One Hand Clapping,Anthony Burgess,23
2421,8820,The Doctor is Sick,Anthony Burgess,23
2422,8822,Earthly Powers,Anthony Burgess,19
2423,8829,Past Mortem,Ben Elton,15
2424,8834,This Other Eden,Ben Elton,15
2425,8840,Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,7
2426,8848,Le Petit Prince,Antoine de Saint-Exupéry,19
2427,8852,Macbeth,William Shakespeare,23
2428,8853,Macbeth,William Shakespeare/Alan Durband,15
2429,8856,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,11
2430,8858,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,7
2431,8859,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,7
2432,8860,Cliffs Notes on Shakespeare's Macbeth,Alex Went,19
2433,8861,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,23
2434,8862,A Year in the Life of William Shakespeare: 1599,James Shapiro,23
2435,8865,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,23
2436,8875,Planet of the Apes,Pierre Boulle/Xan Fielding,7
2437,8879,Planet of the Apes: Colony,William T. Quick,7
2438,8880,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,19
2439,8881,Planet of the Apes: The Fall,William T. Quick,7
2440,8889,Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,19
2441,8891,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,15
2442,8895,Planet of the Apes: The Human War,Ian Edginton,7
2443,8901,Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,7
2444,8908,World War Z: An Oral History of the Zombie War,Max Brooks,11
2445,8909,The War of the Worlds,H.G. Wells/Arthur C. Clarke,19
2446,8910,The Second World War: A Complete History,Martin  Gilbert,23
2447,8915,A Short History of World War II,James L. Stokesbury,11
2448,8916,The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,15
2449,8917,Best Science Fiction Stories of H. G. Wells,H.G. Wells,23
2450,8919,The Invisible Man,H.G. Wells,19
2451,8921,The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,15
2452,8922,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,19
2453,8924,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,23
2454,8927,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,19
2455,8930,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,7
2456,8931,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,11
2457,8951,The Lake of Souls (Cirque du Freak #10),Darren Shan,7
2458,8953,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,23
2459,8954,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,19
2460,8960,Vampire Mountain (Cirque Du Freak  #4),Darren Shan,23
2461,8964,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,15
2462,8967,Trials of Death (Cirque Du Freak  #5),Darren Shan,19
2463,8969,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,19
2464,8971,Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,23
2465,8974,Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,23
2466,8976,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,11
2467,8978,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,23
2468,8988,Jesus Freaks,Andre Duza,15
2469,8991,Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,15
2470,9005,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,15
2471,9006,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,19
2472,9010,I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,19
2473,9012,Holidays on Ice,David Sedaris,11
2474,9013,The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,7
2475,9014,The Long Walk,Richard Bachman/Stephen King,15
2476,9018,Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,7
2477,9019,Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,11
2478,9030,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,7
2479,9031,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,7
2480,9051,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,23
2481,9058,Charles Dickens as a Legal Historian,William Holdsworth,15
2482,9060,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,23
2483,9066,What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,23
2484,9072,The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,7
2485,9073,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,11
2486,9082,In a Dry Season (Inspector Banks  #10),Peter Robinson,19
2487,9083,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,15
2488,9099,In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,23
2489,9100,Portrait Photographer's Handbook,Bill Hurter,15
2490,9106,Portrait in Death (In Death  #16),J.D. Robb,19
2491,9107,Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,11
2492,9118,Le Portrait de Dorian Gray,Oscar Wilde/Michel Etienne/Daniel Mortier,23
2493,9121,The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,19
2494,9122,The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,15
2495,9124,The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,7
2496,9125,The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,11
2497,9132,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,15
2498,9140,Technical Manual and Dictionary of Classical Ballet,Gail Grant,7
2499,9141,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,19
2500,9143,Ballet Class,John         Green/Caroline Denzler,15
2501,9144,NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,19
2502,9148,The Illustrated Book of Ballet Stories (with CD),Barbara  Newman/Gill Tomblin/Darcey Bussell,11
2503,9149,Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,11
2504,9151,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,19
2505,9153,The Barefoot Book Of Ballet Stories,Jane Yolen,7
2506,9155,Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,23
2507,9156,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,11
2508,9164,Ballet for Dummies,Scott Speck/Evelyn Cisneros,15
2509,9171,Time for Ballet,Adèle Geras/Shelagh McNicholas/Adèle Geras,11
2510,9184,Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,15
2511,9186,Angelina's Ballet Class,Katharine Holabird/Helen Craig,23
2512,9203,San Francisco Ballet at Seventy-Five,Janice Ross/Allan Ulrich/Brigitte Lefevre,11
2513,9216,Ballet and Modern Dance,Susan Au,15
2514,9223,Teaching Classical Ballet,John               White,7
2515,9236,Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,23
2516,9245,Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,7
2517,9253,Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,11
2518,9262,The Books in My Life,Henry Miller,7
2519,9282,The Smoke Jumper,Nicholas Evans,11
2520,9288,La casa de los espíritus,Isabel Allende,19
2521,9298,Last Chance Saloon,Marian Keyes,11
2522,9299,Anybody Out There? (Walsh Family  #4),Marian Keyes,7
2523,9300,Watermelon (Walsh Family  #1),Marian Keyes,7
2524,9301,Rachel's Holiday (Walsh Family  #2),Marian Keyes,11
2525,9303,Lucy Sullivan Is Getting Married,Marian Keyes,7
2526,9304,Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,Marian Keyes,7
2527,9305,No Dress Rehearsal,Marian Keyes,23
2528,9325,Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,11
2529,9326,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,23
2530,9327,The House of the Spirits,Isabel Allende/Magda Botin,11
2531,9330,The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,23
2532,9337,"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",Frederick P. Lenz,15
2533,9338,Insights: Talks On The Nature Of Existence,Frederick P. Lenz,15
2534,9345,Palestine: Peace Not Apartheid,Jimmy Carter,7
2535,9346,Our Endangered Values: America's Moral Crisis,Jimmy Carter,7
2536,9347,An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,11
2537,9349,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Steven F. Hayward,23
2538,9350,The Virtues of Aging,Jimmy Carter,7
2539,9351,Living Faith,Jimmy Carter,7
2540,9352,Sharing Good Times,Jimmy Carter,23
2541,9355,Until I Find You,John Irving,11
2542,9361,Atlas Shrugged,Ayn Rand,11
2543,9362,Atlas Shrugged,Ayn Rand/Leonard Peikoff,19
2544,9363,Atlas Shrugged,Ayn Rand,19
2545,9365,Atlas Shrugged,Ayn Rand,7
2546,9370,Skinny Legs and All,Tom Robbins,23
2547,9376,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,15
2548,9386,Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,15
2549,9409,The Sari Shop,Rupa Bajwa,19
2550,9416,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,15
2551,9417,Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,15
2552,9418,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,11
2553,9419,Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,19
2554,9420,Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,19
2555,9423,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,7
2556,9427,The Story of Chicago May,Nuala O'Faolain,15
2557,9431,Chicago Stories,James T. Farrell/Charles Fanning,7
2558,9435,Chicago Stories: Tales of the City,John  Miller/Stuart Dybek,11
2559,9438,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,19
2560,9439,Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard/Walter Lowrie,15
2561,9442,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra/Stanley Appelbaum,11
2562,9444,The Complete Collected Poems,Maya Angelou,11
2563,9454,Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,11
2564,9456,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,7
2565,9457,Hegel's Phenomenology of Spirit,Martin Heidegger/Kenneth Maly/Parvis Emad,11
2566,9462,Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,11
2567,9464,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle/Plato,7
2568,9475,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,15
2569,9479,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,7
2570,9484,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,7
2571,9486,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,19
2572,9487,A Time to Embrace (Timeless Love  #2),Karen Kingsbury,23
2573,9489,Devil's Embrace (Devil  #1),Catherine Coulter,7
2574,9490,The Book of Embraces,Eduardo Galeano/Cedric Belfrage/Mark Schafer,23
2575,9491,Experiencing Father's Embrace,Jack Frost,15
2576,9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,23
2577,9497,Memory's Embrace (Corbins  #3),Linda Lael Miller,23
2578,9498,Beauty: The Invisible Embrace,John O'Donohue,19
2579,9501,Embrace,Mark Behr,11
2580,9503,Saving Fish from Drowning,Amy Tan,15
2581,9506,Un Lugar Llamado Nada,Amy Tan/Claudia Conde,19
2582,9507,Virginia Woolf: An Inner Life,Julia Briggs,23
2583,9512,Measure for Measure,William Shakespeare,11
2584,9515,Henry Adams and the Making of America,Garry Wills,7
2585,9516,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,23
2586,9517,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,15
2587,9525,Chicken with Plums,Marjane Satrapi,11
2588,9526,Embroideries,Marjane Satrapi/Anjali Singh,7
2589,9529,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón/Lucia Graves,19
2590,9531,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,11
2591,9532,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,7
2592,9534,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,7
2593,9538,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,7
2594,9539,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,7
2595,9540,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,7
2596,9542,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,15
2597,9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,23
2598,9550,In Praise of Shadows,Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,15
2599,9551,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,11
2600,9553,Shadow Game (GhostWalkers  #1),Christine Feehan,11
2601,9556,The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,19
2602,9557,Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,11
2603,9558,Back to Wando Passo,David     Payne,11
2604,9566,Still Life with Woodpecker,Tom Robbins,15
2605,9567,Half Asleep in Frog Pajamas,Tom Robbins,11
2606,9571,Fierce Invalids Home from Hot Climates,Tom Robbins,23
2607,9577,PanAroma: Jitterbug Perfume,Tom Robbins/Nikolaus Hansen,7
2608,9582,Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins/Pociao/Roberto de Hollanda,7
2609,9585,Halbschlaf im Froschpyjama,Tom Robbins/Pociao/Walter Hartmann,19
2610,9590,God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,11
2611,9591,Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,19
2612,9592,Mother Night,Kurt Vonnegut Jr.,23
2613,9593,Galápagos,Kurt Vonnegut Jr.,19
2614,9594,Timequake,Kurt Vonnegut Jr.,19
2615,9595,Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,11
2616,9599,Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr./Lee Stringer,7
2617,9602,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,15
2618,9603,Sun  Moon  Star,Kurt Vonnegut Jr./Ivan Chermayeff,15
2619,9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,11
2620,9619,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,19
2621,9620,Farewell Summer (Green Town  #3),Ray Bradbury,7
2622,9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,7
2623,9623,Dandelion Wine,Ray Bradbury,15
2624,9626,The Homecoming,Ray Bradbury/Dave McKean,23
2625,9629,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,23
2626,9632,Switch on the Night,Ray Bradbury/Leo Dillon/Diane Dillon,11
2627,9633,The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,7
2628,9635,The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,7
2629,9638,The Cat's Pajamas,Ray Bradbury,19
2630,9639,Essays,George Orwell/John Carey,11
2631,9644,Why I Write,George Orwell,15
2632,9646,Homage to Catalonia,George Orwell/Lionel Trilling,23
2633,9648,Keep the Aspidistra Flying,George Orwell,23
2634,9652,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,15
2635,9653,If on a Winter's Night a Traveler,Italo Calvino/William Weaver/Peter Washington,23
2636,9657,Parachutes & Kisses,Erica Jong,11
2637,9659,Fear of Fifty: A Midlife Memoir,Erica Jong,11
2638,9660,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,23
2639,9666,Any Woman's Blues,Erica Jong,15
2640,9669,What Do Women Want?: Essays by Erica Jong,Erica Jong,15
2641,9677,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,15
2642,9681,Serenissima aka Shylock's Daughter,Erica Jong,19
2643,9696,Dogeaters,Jessica Hagedorn,19
2644,9704,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,15
2645,9712,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,11
2646,9713,El amor en los tiempos del cólera,Gabriel García Márquez,19
2647,9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,15
2648,9717,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,23
2649,9723,Obasan,Joy Kogawa,15
2650,9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,7
2651,9739,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,11
2652,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,7
2653,9746,Mao: The Unknown Story,Jung Chang/Jon Halliday,7
2654,9754,The Art of War,Mao Zedong,23
2655,9755,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,19
2656,9763,Wild Swans: Three Daughters of China,Jung Chang,23
2657,9767,The Wild Swans,Peg Kerr,19
2658,9784,Women in Love,D.H. Lawrence,23
2659,9786,Women Who Love Too Much,Robin Norwood,11
2660,9787,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,Susan Forward/Joan Torres,7
2661,9789,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,7
2662,9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,15
2663,9796,A Walk in the Woods (Stickerific),Walt Disney Company,11
2664,9799,The Fortress of Solitude,Jonathan Lethem,7
2665,9802,Fortress of Solitude / The Devil Genghis,Kenneth Robeson/Lester Dent,7
2666,9806,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,11
2667,9811,Difficult Loves,Italo Calvino,15
2668,9813,The Nonexistent Knight & The Cloven Viscount,Italo Calvino,7
2669,9815,The View from Castle Rock,Alice Munro,19
2670,9816,The View From Castle Rock,Alice Munro,11
2671,9820,Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,11
2672,9826,Oh Rats! The Story of Rats and People,Albert Marrin/C.B. Mordan,11
2673,9827,King Rat (Asian Saga  #4),James Clavell,11
